District,Year,Month,Rainfall_mm,Temperature_C,Humidity_pct,Population_Density,Dengue_Cases,Outbreak
Galle,2019,8,229.62770023044993,33.39634638087711,86.23156231590158,3884.5722776690695,20,0
Galle,2019,9,87.21967228863122,22.61745621483525,78.51928295051314,1457.5669186414393,15,0
Galle,2019,10,316.6555938351489,32.31168828844458,78.46248466254359,1011.8531647153796,39,0
Galle,2019,11,345.7572629523158,27.104950676181904,83.96406145849431,4818.984308090451,30,0
Galle,2019,12,112.42367475349178,30.96362961602916,79.79901891175311,5814.362262299275,16,0
Galle,2020,1,279.7611278606689,27.789439776352545,94.70405807656684,976.9897155509024,28,0
Galle,2020,2,305.73329649139714,22.082303997379864,91.38693698298974,3130.1381092898555,27,0
Galle,2020,3,65.73071107443886,30.898676030027524,62.08314972159195,2400.3801798957393,12,0
Galle,2020,4,87.1777242499331,31.365907055728584,66.34744547544264,803.415826049152,12,0
Galle,2020,5,164.8069142026322,31.5233046827731,62.48485165654181,3927.8247188382024,17,0
Galle,2020,6,86.39645000334008,32.34907207445821,60.07377474328074,1541.7283664157321,13,0
Galle,2020,7,80.35231757181971,27.69474431760115,90.16420953129429,3847.0021953321793,14,0
Galle,2020,8,298.5772064903335,31.864541907450878,93.82746658986744,2317.641627747079,33,0
Galle,2020,9,120.33687413996151,32.819313454499124,83.95339896832888,937.6939520539684,21,0
Galle,2020,10,86.53538660966925,30.233263023119186,86.25116741242181,3127.7733882894154,15,0
Galle,2020,11,145.36301848773064,24.779325256061767,88.20762589089358,846.0492851083312,19,0
Galle,2020,12,174.11218572588848,24.425519114528647,82.5811696420646,4175.138216482014,23,0
Galle,2021,1,200.3683306370743,30.06614230530495,75.77262145999542,965.5276987201083,14,0
Galle,2021,2,182.4752332659566,28.920120097115337,77.84403683186862,3272.1489128023054,27,0
Galle,2021,3,210.16285093111193,27.657244349227703,67.45345463917016,929.9208613250465,25,0
Galle,2021,4,346.79710851883397,32.85074554992576,90.29190021646257,310.6755501626138,38,0
Galle,2021,5,98.62430866259122,22.23970443392426,83.66473244673811,4121.775759319913,15,0
Galle,2021,6,56.55121341517655,23.567453128686353,75.67068640148923,4833.518734526688,10,0
Galle,2021,7,104.07699645389377,24.70820049728151,90.5836200166853,1992.5833603247443,13,0
Galle,2021,8,264.3613774339108,32.06093972061751,83.92289572178137,4462.835529038361,34,0
Galle,2021,9,253.58735938609271,32.2509765449511,92.72178268610115,5132.9700556879425,30,0
Galle,2021,10,306.1920948302976,32.184412107204565,90.15630925760483,4561.694483028027,29,0
Galle,2021,11,218.44282258924727,22.95406919730806,89.63297890031437,4301.274416234773,24,0
Galle,2021,12,147.38757521229803,29.641575334342527,67.88259888911088,6530.185568989316,13,0
Galle,2022,1,348.6876583335869,29.714988054522227,60.322237553765824,5576.9973410852335,16,0
Galle,2022,2,183.16285842265881,31.586980807038568,63.12593546433557,2203.612870693137,10,0
Galle,2022,3,161.42462001069202,26.599491388816137,80.41624030956177,6291.717057683389,24,0
Galle,2022,4,85.40268620561727,31.019099229316243,94.8721831347371,4902.503178027173,14,0
Galle,2022,5,336.52990033429245,28.06146986432131,90.75591701830953,5553.467006874022,32,0
Galle,2022,6,334.9298372605197,29.630820932804514,74.83408810790529,2475.8329126978674,19,0
Galle,2022,7,196.19554187680689,24.159887894595233,94.46906429267406,4053.7336443498466,25,0
Galle,2022,8,246.53742033173356,29.044279800819293,81.55595400675185,2354.962482218159,24,0
Galle,2022,9,100.14239537007973,27.133664726720454,73.94042040319053,3009.55404046899,9,0
Galle,2022,10,63.977522999074225,22.891509755275244,60.81683049645263,3625.618911188231,14,0
Galle,2022,11,234.64058611852928,24.156498243313358,68.20522836869947,4299.060529957302,26,0
Galle,2022,12,81.95902563163745,24.436270654958918,91.00195847248156,2979.8656291224893,20,0
Galle,2023,1,323.4937769081375,29.624247985725567,86.70160393209954,1771.6313162627512,34,0
Galle,2023,2,173.52916668033396,32.66466788296948,86.35490619337683,2601.4652778947716,26,0
Galle,2023,3,252.39374232360817,22.64544803767501,72.57019910117364,6188.4430834631075,19,0
Galle,2023,4,330.8355372070745,28.381011327632987,88.06380602028713,6915.637594617672,22,0
Galle,2023,5,97.35572690956432,27.59702404338872,87.18277318372719,5693.175662050046,18,0
Galle,2023,6,131.0256651426738,28.827406193523665,60.592859018060906,1534.4940363526375,15,0
Galle,2023,7,195.4580691716458,23.480527852783048,61.38356796836732,1108.9721347399498,11,0
Galle,2023,8,69.68681859915863,24.90299997160897,72.68132153642635,6157.668079091562,12,0
Galle,2023,9,62.818768481026325,26.663026499028895,75.37280093296025,4856.036739420805,9,0
Galle,2023,10,119.97898363671791,24.73122560119262,64.73407220300425,328.36087437447054,14,0
Galle,2023,11,192.10295729238516,25.839018008134943,93.07147700132842,5970.455811343958,19,0
Galle,2023,12,176.4362257276571,30.76855064929802,68.46050213845342,5958.643238740158,21,0
Galle,2024,1,275.1742281473116,24.01832629980591,94.57875323768322,4933.517014782344,25,0
Galle,2024,2,325.6510887315865,32.41860608196846,81.47572190472954,4082.266600199611,30,0
Galle,2024,3,279.0807677285303,29.477014083909012,90.02688882714058,2858.344558052825,26,0
Galle,2024,4,258.41766793970663,31.777965768092308,73.94720496357422,2742.6739849714654,30,0
Galle,2024,5,285.36358988254915,26.258039183279852,66.10058226954771,3197.0325595071045,28,0
Galle,2024,6,302.8279446447035,32.74392551195223,70.44887290213934,5229.357952176935,32,0
Galle,2024,7,303.724993161896,30.73717666146596,88.94602066845124,2707.3667398002553,33,0
Galle,2024,8,273.1209742337892,31.155313097195865,91.00695118099063,3483.7943734576847,43,0
Galle,2024,9,96.81935697771962,30.930872059247857,80.36994219762448,5403.271263699309,15,0
Galle,2024,10,168.92035465720753,24.465363949898624,60.71429466469157,931.0425179762129,18,0
Galle,2024,11,110.65702688614637,32.81468576790492,76.47851580385816,4845.786553798269,9,0
Galle,2024,12,88.67146836042708,22.612097441737244,62.203659958691134,3545.035312394042,9,0
Matara,2018,1,301.4471971694782,24.735485140121344,61.67734291104979,6544.558637744161,32,0
Matara,2018,2,325.9932116548348,31.87861423347203,67.36073010893163,2646.391786478798,33,0
Matara,2018,3,166.14159743933902,23.33884430713533,83.86953666534194,4878.732513548161,21,0
Matara,2018,4,126.66017397084751,27.03980502899119,75.4411518264177,6826.683927213145,20,0
Matara,2018,5,163.2848587549659,24.875718189851266,69.8587841338882,813.8496826553707,18,0
Matara,2018,6,62.18861205962389,32.332005635106796,79.42680364045104,5554.980957981104,17,0
Matara,2018,7,168.44394869475198,23.83397226913754,74.52594149329475,6568.466224015922,17,0
Matara,2018,8,136.08641305073186,30.2922325332185,63.15266806677196,3042.663325142747,11,0
Matara,2018,9,198.3094421673319,24.815996338701506,74.17435293077432,4089.5361723576343,11,0
Matara,2018,10,266.3735004535884,23.57706026720021,63.29635450671974,5734.816439809147,20,0
Matara,2018,11,218.07801319579067,23.222514786291974,61.47940525404971,3324.2818094495606,10,0
Matara,2018,12,137.5974949914658,25.65378500800922,65.79341892309499,4372.960777103702,24,0
Matara,2019,1,165.10109556247926,23.767982975727545,64.61914183223661,6619.029806284283,14,0
Matara,2019,2,196.4358385510495,27.31280316519942,85.16660078125832,1912.0142563273166,27,0
Matara,2019,3,89.79480624371882,23.841734752304454,76.5155144189197,1708.0637544674364,17,0
Matara,2019,4,88.57634373411473,30.147297267789796,94.50666103288053,3513.5434215900714,15,0
Matara,2019,5,113.14410362060786,25.428837768908895,75.86473254192806,5824.713200431128,12,0
Matara,2019,6,154.55395935388668,28.417045917604952,77.50104076308327,2567.6176338462133,19,0
Matara,2019,7,149.01778259141332,25.46265311745848,90.32221859391512,1175.6186264077219,20,0
Matara,2019,8,306.0227341005386,28.261231763529878,78.43234462158236,2976.84173455301,23,0
Matara,2019,9,242.39570216973516,26.86188655971658,83.47197025033194,4389.825131651811,31,0
Matara,2019,10,286.6631121077555,24.635958049902655,67.55440817060132,3167.7891523574076,41,0
Matara,2019,11,242.3866143438239,22.557775847072264,68.02485328977822,2277.750868496715,29,0
Matara,2019,12,300.06794439029136,26.693625790436116,91.92750874362369,1742.9267421159211,31,0
Matara,2020,1,243.68341755808947,26.370616930911932,69.65400786619044,2655.7701397682163,20,0
Matara,2020,2,273.54979020275147,23.483835299768113,90.06164322432534,2999.693495111604,24,0
Matara,2020,3,326.0768824111904,25.48182234269452,62.656525454984475,1393.9171094147955,25,0
Matara,2020,4,198.82467250669268,28.027734244158314,67.90454679796832,1992.1249279316214,16,0
Matara,2020,5,163.79585230184648,27.337061722796236,60.47154551708205,5212.668367423515,23,0
Matara,2020,6,103.5381596287153,30.615693061588676,90.420793488432,4462.027311675196,20,0
Matara,2020,7,83.31572741305345,30.210496103381427,89.87241233531239,5736.854225473382,14,0
Matara,2020,8,333.87902900409705,27.80694805873175,74.10204703780617,1603.5382355927986,28,0
Matara,2020,9,293.47427384644635,28.32537623134847,94.36964174219663,1763.4849865299902,32,0
Matara,2020,10,344.2991091976726,25.23906498572472,87.09116724958731,5421.245676853897,21,0
Matara,2020,11,314.7817523468931,24.442401013289786,90.09682881292304,6519.477373753919,31,0
Matara,2020,12,227.1685288554718,24.183184283880845,83.24925762363317,5751.938387455081,23,0
Matara,2021,1,189.57044325023605,31.610488202996716,93.3507360196707,4404.948232014891,17,0
Matara,2021,2,290.42138622886273,28.401070237842713,76.0631263230818,1817.4436526557931,26,0
Matara,2021,3,278.4990709274672,33.59141450132604,88.10027339143537,6070.602797097731,33,0
Matara,2021,4,238.4067897864593,24.037254826567466,69.23068040574337,468.2027703300041,17,0
Matara,2021,5,144.15130125173116,32.00886409767237,77.95659090114603,2018.6534194573062,15,0
Matara,2021,6,140.17378055869733,29.104576743907913,68.11409753425279,6860.055380924817,15,0
Matara,2021,7,171.26380558907698,24.783159510924975,75.10455259986975,1932.573103621283,19,0
Matara,2021,8,332.69860306617153,31.409549728768717,84.73503005975164,3572.4897906440206,32,0
Matara,2021,9,80.1156963744775,31.454132933913215,84.91476926510333,6308.3198969544,22,0
Matara,2021,10,241.63682174562697,32.20898473896227,85.4657362373144,2437.646275786279,22,0
Matara,2021,11,229.32460933222083,28.806636551425317,61.38993444496942,2164.605521219578,20,0
Matara,2021,12,200.9491414428336,27.82657336483387,73.42656243021119,2706.4178764326834,19,0
Matara,2022,1,50.4474298737385,33.70964464174919,73.75998484774422,2879.4592228353963,13,0
Matara,2022,2,154.65131106146134,23.70906183717496,67.63378758996717,1163.5802488039324,13,0
Matara,2022,3,175.89798976795572,22.859480837187636,87.60322410016029,2118.7742650204345,27,0
Matara,2022,4,204.15004739243193,29.867572855979127,75.53997197861504,6953.635501451924,23,0
Matara,2022,5,336.8923376061431,22.855661903213594,72.39275211216089,2432.5835252592897,24,0
Matara,2022,6,174.08102743863265,30.55612943769406,67.70421411307152,3793.9715128636194,21,0
Matara,2022,7,51.83908707510815,33.429521853833094,67.02518361224422,3776.5304557480636,2,0
Matara,2022,8,317.18934881143696,25.2187531728526,63.082493766487,5496.770500355281,24,0
Matara,2022,9,273.6829783741739,24.6814298695719,60.70055561133185,4637.303594696187,20,0
Matara,2022,10,250.4082494177623,23.571052436007324,84.33962040537205,6576.321499334981,29,0
Matara,2022,11,195.0838638520011,30.115132473176473,85.98827164534043,2697.8922102145602,30,0
Matara,2022,12,71.36650943831951,32.48480587094233,81.14603770886359,6738.551159923331,8,0
Matara,2023,1,129.7986355261056,30.406452641797625,73.85469340543624,6589.259187474277,24,0
Matara,2023,2,278.31385769323566,26.475631356896038,70.14814556900316,1480.048257785866,27,0
Matara,2023,3,218.676701740172,30.149411878719622,93.05518315428785,3257.3614208697813,32,0
Matara,2023,4,205.39018115353855,28.701206379359178,70.50420748316989,5665.056513042473,19,0
Matara,2023,5,51.18385782450532,26.972266305536913,62.378006418865226,4247.215929516124,10,0
Matara,2023,6,184.81266174042383,32.67232049255993,69.40806035814732,2686.442894465833,21,0
Matara,2023,7,252.12931716007023,29.90010378997947,82.56132383433652,4636.7614668654,22,0
Matara,2023,8,64.44881763386351,30.379478234014393,67.05196046823423,1166.5737918163654,13,0
Matara,2023,9,79.16291509584393,33.03234637304625,67.03980841453291,1611.9941932572522,11,0
Matara,2023,10,99.92407513507271,33.29687830058728,81.87362757259146,6832.538031863312,16,0
Matara,2023,11,166.85355399847373,28.64592364869002,81.12991164723391,6799.71724556992,18,0
Matara,2023,12,106.76860578396725,30.87829932504473,74.81342566101216,793.6055617045383,23,0
Matara,2024,1,316.58206407653535,25.130822346352574,74.60970409077063,2796.948152957715,32,0
Matara,2024,2,118.54656128183866,30.66414928953957,85.05114977499915,4707.1958402442615,21,0
Matara,2024,3,212.18870373524084,30.12418660304281,77.37195125941466,4640.968183719485,16,0
Matara,2024,4,119.3477285622415,30.893438550559857,87.83593921466903,4026.165423109397,18,0
Matara,2024,5,150.99459737584428,28.106516451735786,92.05057073730595,4454.361204296288,23,0
Matara,2024,6,66.90301185057432,30.53949801920968,66.05879442446327,5203.122103988367,10,0
Matara,2024,7,339.38309363281644,26.771980704688144,62.77935595083449,6693.9911863718435,41,0
Matara,2024,8,79.4638395398213,23.213491072836188,63.77189494864878,3818.9998258755318,13,0
Matara,2024,9,215.66653199071922,31.7878960504666,61.62478579181342,4512.760284635797,12,0
Matara,2024,10,237.44652327097117,22.953570016958164,92.91676462096055,4086.7572600709304,27,0
Matara,2024,11,224.79612505882378,25.467657442639176,73.35994580206969,5484.182998870055,28,0
Matara,2024,12,102.29328552815497,32.08383628886562,66.12871658877646,462.61084061136785,13,0
Hambantota,2018,1,338.69149369155247,30.750983863355916,82.48733320143484,4393.92510860184,27,0
Hambantota,2018,2,148.54452110302373,32.335369682204025,87.51452563199761,3491.336153968785,21,0
Hambantota,2018,3,303.48459000239745,24.022361146227496,67.69727905717193,6215.342527704011,28,0
Hambantota,2018,4,261.76662422801996,33.71914451985411,92.6280307702411,5338.983230524555,15,0
Hambantota,2018,5,156.8555425676958,24.81899784317026,89.04436183266728,2212.8791826179863,22,0
Hambantota,2018,6,166.57873108628388,30.603134548589225,63.509024281696185,2505.5026541616653,15,0
Hambantota,2018,7,255.83550490829413,25.2026150912054,94.96343682080902,1039.9546215850723,31,0
Hambantota,2018,8,280.00914743687326,30.926831436860255,86.87846272156902,5282.150154958658,36,0
Hambantota,2018,9,154.72221119539125,32.371678787127934,60.03100064624873,5065.172382689643,19,0
Hambantota,2018,10,314.66763556757303,33.8647431230985,93.41462704885612,3097.2234279151694,30,0
Hambantota,2018,11,285.8102740231167,30.040813085786795,72.71663371919936,2961.904091301301,30,0
Hambantota,2018,12,142.1204231341286,33.30661900891301,91.70031335194035,5224.261065526612,21,0
Hambantota,2019,1,296.1809321394977,24.624357859658808,78.77645412479413,3607.217395897913,28,0
Hambantota,2019,2,280.64047119643544,28.99888460007708,66.33231266024826,1591.5879156135377,26,0
Hambantota,2019,3,314.18464525509245,23.266235984928656,85.38524136420058,3000.067979408117,20,0
Hambantota,2019,4,345.8635035326743,30.149247984312016,79.9186630607833,3359.616145638649,35,0
Hambantota,2019,5,252.61772976320148,26.780883537248776,73.17421870536651,551.5210567765226,28,0
Hambantota,2019,6,123.14545961197095,25.85615480309464,74.30771357283214,336.0121671946414,16,0
Hambantota,2019,7,188.75197564363398,24.867951811379587,85.57811661692529,4422.326953799448,20,0
Hambantota,2019,8,85.26051545751105,25.495754967354046,92.26773792042704,1275.5209985324868,26,0
Hambantota,2019,9,137.96172452201597,29.059171056168303,70.29051552953436,6979.855004234496,27,0
Hambantota,2019,10,245.9938638570402,24.24872625579381,92.48050373218221,4011.136602844361,22,0
Hambantota,2019,11,326.32176534029827,27.483613837481315,94.52797052319093,5967.154409380019,23,0
Hambantota,2019,12,123.5718309015769,23.25277977380199,61.86435710369159,6156.092378665804,9,0
Hambantota,2020,1,158.10761814258265,27.912721242273932,87.75436016507487,6040.8941545618445,16,0
Hambantota,2020,2,107.95959503531283,25.20855171861797,74.44747697848587,3607.5178264675174,15,0
Hambantota,2020,3,126.39981969196022,32.39236918158787,73.16665110619823,5824.877517489456,16,0
Hambantota,2020,4,169.63833965767049,23.833273485888338,77.5966958757118,6393.734362827425,18,0
Hambantota,2020,5,333.2868788502209,27.045665631065884,86.96450154810276,4751.530790262909,27,0
Hambantota,2020,6,69.15175925038649,26.355296385449982,65.42138743423784,6477.784469136236,10,0
Hambantota,2020,7,191.5680857421971,28.35626048502622,73.9930406158352,2691.423274956709,24,0
Hambantota,2020,8,229.12900334820486,25.955246249608876,70.11700909053953,4418.729955123937,20,0
Hambantota,2020,9,338.3353349219665,24.52544768459352,89.46367037364956,723.4623027270325,34,0
Hambantota,2020,10,203.32808799795896,25.866342059855285,75.37635910780048,4354.010004635,32,0
Hambantota,2020,11,222.86682149153347,28.60275983667295,86.27895461351547,6116.788877519036,25,0
Hambantota,2020,12,270.26801974465536,23.067019646202922,75.56032709113997,3205.3921523551044,29,0
Hambantota,2021,1,300.14519464195496,30.419764458725258,84.71720512636347,394.21240781707667,30,0
Hambantota,2021,2,60.904528400423274,24.817755648906772,86.75636586190284,2616.1568745443524,12,0
Hambantota,2021,3,241.4712673211946,32.69502604533511,82.18461401509056,3748.3491634418824,19,0
Hambantota,2021,4,322.38636166606506,25.231037594456158,67.78829844368967,2934.5016806629415,22,0
Hambantota,2021,5,333.6166622735096,30.718959348470236,80.67731882845518,5720.943445112679,27,0
Hambantota,2021,6,257.4219901531121,28.040380160618334,90.12321042071991,4524.299631064168,32,0
Hambantota,2021,7,162.79098773142732,30.01161704684988,85.77553234059108,3024.081273365162,23,0
Hambantota,2021,8,87.4520893583057,23.65039105665675,75.65138912657265,5586.069210726624,8,0
Hambantota,2021,9,156.53588623847918,26.812615388900603,75.59255637737928,2884.637202618289,21,0
Hambantota,2021,10,138.28369918584036,25.151942048676247,60.313201576084545,3864.527324485741,11,0
Hambantota,2021,11,281.5576191308978,23.150103410898403,71.72362961532104,688.4058419275104,22,0
Hambantota,2021,12,267.2153764867704,27.69651907573704,66.88932983569384,2740.0107788566897,27,0
Hambantota,2022,1,304.96382702586556,23.47969284552678,84.28189649987388,5109.629752893523,39,0
Hambantota,2022,2,225.47120073166363,27.105445743274448,87.43605174188552,5866.436705597139,22,0
Hambantota,2022,3,199.2908794930657,29.72255344192518,94.04301059996376,3230.8584943223636,29,0
Hambantota,2022,4,191.86283652250214,30.250310766246297,72.91278143947328,6308.78960407709,21,0
Hambantota,2022,5,54.49907221646288,31.349513227836233,61.381991061401685,2483.748602139906,11,0
Hambantota,2022,6,118.38821971954877,26.900767389351554,71.60355282967556,4562.369508838574,10,0
Hambantota,2022,7,266.4857187049781,32.751677669428986,67.19607459338214,4774.895086457441,16,0
Hambantota,2022,8,341.98842594056265,25.92854637652837,72.54265607064097,2204.594173963013,23,0
Hambantota,2022,9,226.14557091120443,25.973664226371184,85.5100507055001,930.5363105504022,26,0
Hambantota,2022,10,180.79792830230875,23.47139052664055,88.35154873721628,2108.8538691460403,30,0
Hambantota,2022,11,233.44575663803246,26.677584169606156,84.3202404254292,6488.90766503752,27,0
Hambantota,2022,12,249.05906525410586,31.519522724044094,71.43306300968638,3457.395073436298,17,0
Hambantota,2023,1,65.88952369900844,26.431481824801768,62.87838774102509,6328.832064681095,11,0
Hambantota,2023,2,130.26958933848832,29.54092862288499,61.766630319318544,5545.641404158944,13,0
Hambantota,2023,3,209.75807845666498,23.120525487428118,74.74894180175923,6532.914981959323,23,0
Hambantota,2023,4,327.38001296668267,24.578101723412697,78.18021234992018,6514.45205075589,23,0
Hambantota,2023,5,179.88505842312938,25.44740361840553,76.88489190621826,2475.1623497501496,20,0
Hambantota,2023,6,268.1816565714653,28.511663586316978,90.78596996426941,6784.0391851839295,29,0
Hambantota,2023,7,59.32045524180253,28.91547037828683,74.97757934605664,1294.1852670644066,15,0
Hambantota,2023,8,310.81692567695814,22.463881854721595,77.49355700835156,5337.722516905715,30,0
Hambantota,2023,9,255.53403633007622,23.098574710685114,67.6111579227929,1736.605280614813,23,0
Hambantota,2023,10,196.63209857460683,28.41781335364716,64.32882020940673,6470.998729129901,17,0
Hambantota,2023,11,167.5467556147169,23.978950089660515,90.36342291991139,5529.34909678312,26,0
Hambantota,2023,12,260.85740695629113,24.10409842634926,66.41595740447642,5869.2664456794055,24,0
Hambantota,2024,1,186.7482449180191,26.473089279395403,84.87914129456627,875.6838063463679,22,0
Hambantota,2024,2,315.73625398799607,27.88398010377398,78.78786617756937,2002.7038611031537,21,0
Hambantota,2024,3,335.1393690631478,27.224771759161587,94.72330996815674,1178.0645927322576,35,0
Hambantota,2024,4,218.61932715807924,25.232488658321355,70.5512993847396,2219.6427591791808,31,0
Hambantota,2024,5,70.69879459482071,31.102776845989865,69.22616554910138,1511.9216499183974,21,0
Hambantota,2024,6,93.79114644398865,27.863052686556223,84.87715903745567,6444.777653900507,11,0
Hambantota,2024,7,124.45883845217894,28.453501222234507,62.16044065293242,1476.6927027812324,18,0
Hambantota,2024,8,60.1271762976574,32.16502999243388,69.038389740271,2472.8230158245524,14,0
Hambantota,2024,9,226.95221936322292,24.24240048967835,66.88024153872814,2028.2371965312707,23,0
Hambantota,2024,10,215.08631029447866,33.3685793756343,80.03984143662275,2143.5168440406724,43,0
Hambantota,2024,11,253.60341740231965,22.398678264537967,92.66696026632299,3703.6869240494257,34,0
Hambantota,2024,12,199.0504630202472,26.09217903090161,79.65470399769738,2443.0742820396667,27,0
Jaffna,2018,1,86.68739178117058,24.200260622215048,73.64580649992602,331.3540254451315,15,0
Jaffna,2018,2,289.1083420285477,33.475827854170966,61.195201931890416,3682.9188936290916,28,0
Jaffna,2018,3,131.74730571645438,32.68914332990615,71.88423495257658,3045.035773778008,13,0
Jaffna,2018,4,100.91724727122266,27.05496548938957,79.83240905231581,3434.0299651714918,13,0
Jaffna,2018,5,284.80812473838915,22.13961504552709,89.78153983036731,2711.3115730663703,25,0
Jaffna,2018,6,184.3165966330328,31.654827727005312,66.15434926031661,6506.4551434252135,19,0
Jaffna,2018,7,273.10760025407416,29.64480042719669,69.62176638731765,6130.426696446414,20,0
Jaffna,2018,8,172.0793842096333,27.946944912985096,81.9413995621874,4977.442840724488,20,0
Jaffna,2018,9,285.84610717110036,29.717417111823803,75.03343979705636,4836.278294101502,30,0
Jaffna,2018,10,52.11877559146457,26.763714331075395,71.96458892747884,2452.7807078076694,13,0
Jaffna,2018,11,106.40110259608542,22.844670632802778,80.41230523603107,5494.29630844198,18,0
Jaffna,2018,12,131.6811679839003,24.776672614493894,79.04044846195076,1915.922708473243,22,0
Jaffna,2019,1,155.95315914085617,24.42058143855393,94.08100745510828,3386.7126152074316,25,0
Jaffna,2019,2,349.1313686667003,27.705512207469457,92.11738053498681,6257.776943200181,37,0
Jaffna,2019,3,184.6917264875504,25.952808307865165,90.51875837374372,3084.985817613085,20,0
Jaffna,2019,4,54.10799317198158,30.170983406492216,84.85897443182753,2002.2460880898534,10,0
Jaffna,2019,5,208.37291694139316,32.80169568169202,76.31965930061263,4396.0241032161675,26,0
Jaffna,2019,6,109.60794872090895,32.314091353479746,87.17389354113773,1876.1069746418932,10,0
Jaffna,2019,7,230.70778710994813,30.060887800191633,69.76722896495912,6167.018817301129,24,0
Jaffna,2019,8,331.28366912799083,32.6177369282192,67.39335709691244,3440.596930982843,38,0
Jaffna,2019,9,76.58415942169111,32.01638071244261,64.65597627163145,2976.403545173842,11,0
Jaffna,2019,10,252.14648737882573,28.96796896543644,78.85801478248707,547.7970689253577,37,0
Jaffna,2019,11,296.3961557831768,27.004665689106293,67.84529075713313,6161.755986689331,21,0
Jaffna,2019,12,123.85158630433352,32.6169559959239,69.4338977090962,6942.730990577791,11,0
Jaffna,2020,1,236.61080402398952,26.512010002022507,71.81732599365381,3246.180262624792,30,0
Jaffna,2020,2,89.10910200912026,32.674538124799554,62.37384327062631,5380.756552671169,9,0
Jaffna,2020,3,224.82356976909986,25.791080765574097,65.76681063613081,3550.3494650711136,22,0
Jaffna,2020,4,164.66684464473886,28.66727092171131,66.79327403072163,2419.0183903487855,13,0
Jaffna,2020,5,107.89181573726553,27.61800188042679,82.00964520478601,4379.17720626693,13,0
Jaffna,2020,6,277.7260539565217,33.09962514046375,64.62843330232384,3527.72687448524,28,0
Jaffna,2020,7,302.4472299539083,29.398691854478223,63.630961134308485,1362.919593733224,26,0
Jaffna,2020,8,349.8376310487217,30.160343787672318,66.8181114127039,2804.791197941168,36,0
Jaffna,2020,9,229.54867997901928,25.982121208781994,75.37744549126191,5959.192231127358,21,0
Jaffna,2020,10,240.1665505745181,29.262241659249202,72.83703197438825,4007.71944070417,16,0
Jaffna,2020,11,344.5630638070423,28.03619048845569,69.89176959362493,1029.7783614581517,23,0
Jaffna,2020,12,174.94380585951262,31.100710331107237,71.88073425621903,5573.211945340667,25,0
Jaffna,2021,1,121.4644418736201,29.526312355765338,84.66724880261174,3653.4928571948813,14,0
Jaffna,2021,2,124.53733543294312,26.638001725716755,94.3137047208393,3026.6916859149374,11,0
Jaffna,2021,3,67.57471196818803,30.982725408833733,91.11907821067807,5268.346785992139,13,0
Jaffna,2021,4,182.7875632862387,28.264519109646304,91.49678265373709,2119.4641359410307,20,0
Jaffna,2021,5,215.12554539155002,32.15572942291881,91.745493252783,1008.7235318102329,20,0
Jaffna,2021,6,261.3089307615687,31.994610583691312,69.83174682334041,4219.798176856973,23,0
Jaffna,2021,7,122.48035167962954,25.398205784689026,70.44581929207268,1964.973935198847,19,0
Jaffna,2021,8,202.2603704997357,25.647722528945735,64.23150003368357,6308.383471513096,24,0
Jaffna,2021,9,261.6707774873796,32.64425210732386,82.17465333745304,2320.674794063807,31,0
Jaffna,2021,10,285.49992129496553,27.87554950758813,94.66735665658751,3631.3081612802944,33,0
Jaffna,2021,11,62.091736533858146,30.133249277593578,84.57563394841343,3977.4513507911997,14,0
Jaffna,2021,12,90.63149725903408,22.211514992479696,80.71583573985711,6044.2800760604705,21,0
Jaffna,2022,1,56.13459794784419,24.572952701116584,89.59118848143348,2525.239909257349,14,0
Jaffna,2022,2,233.12098126282805,32.492260819722674,90.70214823515813,1517.8383946957324,28,0
Jaffna,2022,3,184.6088175736218,30.80858141738839,84.51587469602991,5627.56565366971,20,0
Jaffna,2022,4,120.12537953495577,32.14462374357977,74.62518295447347,3438.9678107308864,8,0
Jaffna,2022,5,86.38853859888783,26.607344343883504,71.02756540827868,303.401102163628,15,0
Jaffna,2022,6,125.56241257034716,23.01149360401837,72.17668984915333,3602.45838440497,17,0
Jaffna,2022,7,343.25733719290656,27.34633006990109,73.97801514531817,2063.4107333904703,40,0
Jaffna,2022,8,98.50805283537233,24.634919387276007,60.299335271860635,3623.939846344549,10,0
Jaffna,2022,9,347.7869221020337,33.90677380191619,67.17883297913372,1904.960933182253,24,0
Jaffna,2022,10,334.40428452094875,27.936058483656275,68.74497398142944,2518.0981514306013,27,0
Jaffna,2022,11,329.9821865281156,28.209646717734774,89.1600598424076,4014.9957667073304,28,0
Jaffna,2022,12,104.13501384404171,25.750276560926864,65.86544734139946,1100.9435346130447,15,0
Jaffna,2023,1,310.268865536214,28.12996770933691,64.08052856252665,3937.609013235555,36,0
Jaffna,2023,2,60.06661480204764,25.058506013944253,68.78427105335456,3089.924690822301,11,0
Jaffna,2023,3,174.24976355842227,22.0870491344755,73.49400203360705,4506.353288815523,16,0
Jaffna,2023,4,169.55850434868276,27.823654182050166,88.5235153259948,468.645916753188,18,0
Jaffna,2023,5,150.67673861442464,24.576282950908265,83.71167572572693,2511.53699345995,20,0
Jaffna,2023,6,163.55105184138955,22.036841113051064,79.44971848441442,6498.203775161796,19,0
Jaffna,2023,7,234.0461774228634,28.287219508338126,69.9670603500429,4480.653049850242,21,0
